x,y,z
-2.0392311852506237,-0.4103669948710318,-0.12385493515788518
-2.1002087715015376,-0.409504374369412,-0.08537143910439177
-2.084922562506236,-0.40961857402220514,-0.11961418501060397
-2.108033474392107,-0.40926782413839824,-0.11076762953198349
-2.091762780057542,-0.39206789991380653,-0.10356164394373235
-2.0708367583594427,-0.3693177115936761,-0.2476127922287394
-2.009859172108529,-0.3701803320952961,-0.28609628828223277
-2.0623907669154473,-0.35188123713807085,-0.26580299706807997
-2.0518228009445063,-0.32946073760652506,-0.2885381605109233
-2.033479350150145,-0.32959777718987704,-0.329629455598378
-2.0571207085521457,-0.32929394838728276,-0.30733053930979765
-2.010556320066753,-0.2901770783339175,-0.2811987352175297
-2.053190455523305,-0.28945149741564946,-0.28380653425149094
-2.0610151584138747,-0.2892149471846357,-0.30920272467908266
-2.1304326155130275,-0.4492776019445146,-0.019334723824318834
-2.0607991275743367,-0.410612937247568,0.022572396682167484
-2.110566827228696,-0.4098340631579964,0.03594454573777195
-2.3445105994932702,-0.527065714420931,0.3097177841679969
-1.0903651129227852,-0.34774950909570257,-0.9708224296097011
-1.0254792078531207,-0.3682337677328722,-1.1170077755455088
-0.9926171886804294,-0.3534796385698924,-1.1899967442601183
-1.0086291316289158,-0.3358604446698179,-1.1533985556495194
-1.0716033493402692,-0.3420756532018481,-1.208867958989208
-1.085409881359091,-0.3240658640316991,-1.2753229574041263
-0.9815882494078435,-0.3035632547086258,-1.212617833024338
-1.096242607981572,-0.3014854849862427,-1.2501182765782723
-1.076880076587524,-0.30163013787978077,-1.2934924213928078
-1.059925460732346,-0.30203666337508217,-1.2640200066161045
-1.1032925473142337,-0.3012292808697157,-1.2833820722743843
-1.1889092637770735,-0.3895122707364851,-0.751845153040543
-1.2782957637527106,-0.3905302815073608,-0.7479397226254716
-1.2821629297573804,-0.38759438052801265,-0.8372854408631745
-1.3675146370732039,-0.38154978888561053,-0.7439928105090826
-1.2020315915816435,-0.381914420159595,-0.7221369953125041
-1.1998261806519788,-0.3815238248895205,-0.8251901823380212
-1.2119362681041597,-0.3817640987808206,-0.7183456143930953
-1.2208912430102608,-0.35177425708817944,-0.6786384053940155
-1.1962245291485538,-0.3586442102962244,-0.9304328852626544
-1.2650614135504599,-0.3402233023760197,-0.8736139984152085
-1.2971561690310325,-0.3795754814403032,-0.9014990712523294
-1.4062748605090016,-0.37832776816423164,-0.7613063935674773
-1.3673051037542743,-0.36905165964482833,-0.7439409583824355
-1.334317364590225,-0.34679865293737944,-0.8168988158210568
-1.3681573115485222,-0.37823090594637443,-0.9386745654993833
-1.434963251923205,-0.377248417306725,-0.9055310874348044
-1.41130764763933,-0.34750220154004285,-0.9388750697023107
-1.3626013121732956,-0.3603657696697635,-1.0485037087288371
-1.2135900521573098,-0.3418290468668572,-0.6945768717822636
-1.1952466013629484,-0.3419660864502092,-0.7356681668697183
-1.1656932639720328,-0.3421868724456094,-0.8018708089550619
-1.2052701576295244,-0.34148413145790024,-0.8113271571702656
-1.1414796466213293,-0.3423423246943793,-0.8622439579464412
-1.1065865891902014,-0.3426284444364103,-0.9342760931257492
-1.3325650501715638,-0.3396935567080297,-0.7285306719693143
-1.2774576304769922,-0.3405377645442318,-0.7477323141188832
-1.2506270354245541,-0.33992406682818,-1.0040613821656954
-1.373321716605375,-0.3387530242692114,-0.7905326697845544
-1.3054901380773472,-0.33910712618767747,-0.9792749844746869
-1.4388224469060198,-0.33770396066283603,-0.7787091577984556
-1.3644295631288872,-0.3382597323064298,-0.945357187875355
-1.557834344663779,-0.5764019161443651,-0.6202301870413034
-1.2624792796046242,-0.4614608753098004,-0.5900635647523583
-1.3903816859742804,-0.45928413255499656,-0.5978869618542421
-1.516245931144563,-0.45712261642056506,-0.6102760584102874
-1.5757434634941447,-0.4287717248994105,-0.5739613374052512
-1.304958732150005,-0.38114547583078684,-0.49156917287734175
-1.2374479725879641,-0.36665019921413866,-0.6421750323126991
-1.4287848161209142,-0.3789991863167279,-0.5085239688875488
-1.3401248039481672,-0.37966154430292876,-0.7071318951435797
-1.3754150880382776,-0.34730576431082416,-0.5286098515951132
-1.5181294094327653,-0.37751757123944696,-0.504608168047148
-1.4810230642813307,-0.34320271042240735,-0.48815808469608996
-1.488883116282028,-0.3448297860081806,-0.6668806324474839
-1.4927502822866978,-0.34189388502883244,-0.7562263506851867
-1.3408078773878618,-0.34047156120313304,-0.5077081434685171
-1.269597578476295,-0.3389106889584588,-0.5690097663674893
-1.301915564869474,-0.34035504509976255,-0.6929439206689436
-1.4515531632931347,-0.3388300666119417,-0.45585249835941927
-1.3313016525300985,-0.33972843721391555,-0.7252287661549555
-1.3790311909850843,-0.33896478974471633,-0.7164223165535126
-1.4714813960822268,-0.3381977902408584,-0.5277201077405578
-0.7407210716847203,-0.34780416744612963,-1.1651770694467098
-0.7379015722746985,-0.41323071462938876,-1.0760906118422426
-0.9528589707741169,-0.3945898283287379,-1.0845016850059106
-0.6841965908817746,-0.3615402858382337,-1.0960935311471718
-0.8103122760347728,-0.37437652479274086,-1.1085448502551936
-0.9389964746720613,-0.3848462878325436,-1.0783458667809256
-0.8792329737642508,-0.36095486856884906,-1.0517467042584063
-0.968535660412316,-0.3569736276434117,-1.0478205329926764
-0.7489567759600814,-0.3335571496565948,-0.9498770739353758
-0.7002504404940472,-0.34642071778631545,-1.059505712961902
-0.7694225782062405,-0.3479968166513623,-1.0027697895170915
-0.926711072236521,-0.3451934660107112,-1.042878032104987
-0.8462871412639876,-0.3412014877095564,-1.124714932122357
-0.9622116434952659,-0.34452117826374673,-1.061465779228514
-0.9020858881137479,-0.34497036356473365,-1.1961539131262822
-0.9634332287041583,-0.34438484228524935,-1.0893895569357115
-1.0651740389425417,-0.3432176893761807,-0.9595920717989855
-0.9720675731066983,-0.334040719878812,-1.1370832878277437
-0.7997229412410211,-0.3068809584072807,-1.1478476126664259
-0.9399731945509782,-0.3042812223167075,-1.207727184263296
-1.1849460774514828,-0.5422925726717678,-0.7057615924795657
